Feature Name,Data Type,Description,Status,Created At,Created By,Updated At,Updated By,Destination Table,Update Window,Version,Query Path,Dependent Features,Weight,Is Risk,Query,Is Active,Source Table,Feature ID
doc_qc_error_be_incidents_count_daily,double,Count of incidents where the packet has been reported with error category BE in the previous calendar day,PROD,"12/5/2026, 5:03 PM",saksham.nisg,"13/5/2026, 3:43 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[table_used:strot.operator360.eid_qc_error_report_v2, period_in_days:1, eid_collection:False, filter_condition:(error_category='BE')]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_be_incidents_count_daily_v1
doc_qc_error_hpm_incidents_count_daily,double,Count of incidents where the packet has been reported with error category Human photo Missing in the previous calendar day,PROD,"12/5/2026, 5:02 PM",saksham.nisg,"13/5/2026, 3:43 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[table_used:strot.operator360.eid_qc_error_report_v2, period_in_days:1, eid_collection:False, filter_condition:(error_category='Human photo Missing')]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_hpm_incidents_count_daily_v1
doc_qc_error_de_incidents_count_daily,double,Count of incidents where the packet has been reported with error category DE in the previous calendar day,PROD,"12/5/2026, 6:17 PM",saksham.nisg,"13/5/2026, 3:43 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[table_used:strot.operator360.eid_qc_error_report_v2, period_in_days:1, eid_collection:False, filter_condition:(error_category='DE')]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_de_incidents_count_daily_v1
doc_qc_error_pop_incidents_count_monthly,double,Count of incidents where the packet has been reported with error category Photo on Photo in the period of current calendar month,PROD,"13/5/2026, 12:25 PM",saksham.nisg,"13/5/2026, 3:43 PM",saksham.nisg,strot.operator360.features_document_v1,24h,1,,"[dependent_feature_id:doc_qc_error_pop_incidents_count_daily_v1, eid_collection:True]",,,,,strot.operator360.eid_qc_error_report_v2,doc_qc_error_pop_incidents_count_monthly_v1
auth_oddhour_incidents,double,Count of number of incidents when an opeartor is doing the authentication during oddhour thats between 10pm to 6am,PROD,"4/4/2026, 8:03 AM",saksham.nisg,,,strot.operator360.features_auth_v1,24h,1,,[period_in_days:1],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_oddhour_incidents_24h_v1
bio_packet_iris_fraud_count_daily,double,Daily count of IRIS fraud incidents by operator in Bio packets.,PROD,"13/4/2026, 2:54 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,[period_in_days:daily],,,,,None,bio_packet_iris_fraud_count_daily_v1
bio_packet_finger_mixed_count_daily,double,Daily count of FINGER MIXED incidents by operator in Bio packets.,PROD,"13/4/2026, 3:17 PM",sai.nisg,,,strot.operator360.features_bio_v1,24h,1,,"[period_in_days:daily, filter_condition:errorreasoncode = 'MIXED']",,,,,None,bio_packet_finger_mixed_count_daily_v1
sustxn_res_namechange_instances_count_cumulative,double,Incidents of operator attempting name change of same resident,PROD,"19/5/2026, 4:35 PM",saksham.nisg,,,strot.operator360.features_sustxn_v1,24h,2,,[min_pkt_date:2020-01-01],,,,,strot.mysql_uid_v2.uid_origin_tracker_enriched,sustxn_res_namechange_instances_count_cumulative_v2
work_operator_name_unique_count_cumulative,double,Count of different multiple unique names used by the operator during previous calender day,PROD,"16/4/2026, 11:46 AM",saksham.nisg,,,strot.operator360.features_work_v1,24h,1,,[min_pkt_date:2026-01-01],,,,,flink_stream.stream_enu.bi_enu_enrlraw_v2,work_operator_name_unique_count_cumulative_v1
hardware_multiple_biodev_zscore,double,Zscore based on the number of bio devices used by operator in the period of last 30 calender days,PROD,"27/5/2026, 4:51 PM",saksham.nisg,"1/6/2026, 12:03 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:zscore, feature_id:hardware_multiple_biodev_instances_24h_v2, require_aggregation:True, period_in_days:30]",,,,,strot.operator360.features_hardware_v1,hardware_multiple_biodev_zscore_v2
work_multiple_optname_score,double,"Score based on the number of distinct names used by the operator, aggragted after 2020	",PROD,"15/5/2026, 11:22 AM",saksham.nisg,"1/6/2026, 3:19 PM",saksham.nisg,strot.operator360.features_risk_v1,24h,2,,"[scoring_method:rank_scoring, feature_id:work_operator_name_unique_count_cumulative_v1, range_start:0, range_end:1, require_aggregation:False, is_inverse:False, apply_threshold:False]",,,,,strot.operator360.features_work_v1,work_multiple_optname_score_v2
sustxn_outstate_pkts_instances,integer,Number of packets that Operator made that dont belong to his state,PROD,"13/2/2026, 1:08 PM",saksham.nisg,,,strot.operator360.features_sustxn_v1,24h,1,,[period_in_days:90],,,,,strot.operator360.opt_outstate_anomalous_ens_eid_daily,sustxn_outstate_pkts_instances_24h_v1
auth_txn_success_gap_sec,double,Time between 2 success attempts of authenication by the operator,PROD,"12/3/2026, 12:09 PM",saksham.nisg,,,flink_stream.operator360.features_auth_v1,live,1,,[],,,,,flink_stream.operator360.opt_auth_txn_v3,auth_txn_success_gap_sec_live_v1
bio_packet_iris_flipped_count_daily,double,Daily count of the Flipped verdict in Iris modality by the MFC,PROD,"6/7/2026, 4:53 PM",saksham.nisg,,,strot.operator360.features_bio_v1,24h,1,,[period_in_days:1],,,,,flink_stream.stream_enu.enu_bfc_analytics_raw_v1,bio_packet_iris_flipped_count_daily_v1
sustxn_res_namechange_instances,integer,Incidents of operator attempting name change of same resident,DEPRECATED,"15/2/2026, 8:54 AM",saksham.nisg,"1/6/2026, 5:15 PM",saksham.nisg,strot.operator360.features_sustxn_v1,24hr,1,,[min_pkt_date:2020-01-01],,,,,strot.operator360.opt_namechange_anomalous_ot_eid_daily,sustxn_res_namechange_instances_24h_v1
auth_category_score,double,Combined authentication category score for the operator based on differnt authentication score,DEPRECATED,"6/4/2026, 6:52 PM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24h,1,,"[auth_device_change_score_24h_v1:1, auth_failure_ratio_score_24h_v1:1, auth_liveness_failure_streak_score_24h_v1:1, auth_oddhour_txn_score_24h_v1:1, auth_txn_failure_gap_score_24h_v1:1]",,,,,strot.operator360.features_risk_v1,auth_category_score_v1
work_pob_declared_zscore,double,Relative Z-Score of the operator based on historical pob fraud count,DEPRECATED,"9/3/2026, 5:57 PM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24hr,1,,"[feature_used:work_pob_declared_instances_v1, fraud_table:strot.operator360.features_work_v1]",,,,,,work_pob_declared_zscore_24hr_v1
sustxn_oddhour_pkts_score,double,Relative score of the operator based on number of oddhour packets,DEPRECATED,"15/2/2026, 8:50 AM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24h,1,,"[features_used:sustxn_oddhour_pkts_instances_v1, fraud_table:strot.operator360.features_sustxn_v1, score_start:0, score_end:1.0]",,true,,,,sustxn_oddhour_pkts_score_v1
bio_sfc_fraud_score,double,Relative score of the operator based on historical sfc fraud count,DEPRECATED,"12/2/2026, 5:55 PM",priyanshug.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24h,1,,"[features_used:bio_sfc_fraud_incidents_v1, fraud_table:strot.operator360.features_bio_v1, score_start:0, score_end:1.0]",,true,,,,bio_sfc_fraud_score_v1
work_opt_machinesync_zscore,double,Relative Z-Score of the operator based packet rate during the period of non syncing machines,DEPRECATED,"9/3/2026, 5:54 PM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24hr,1,,"[feature_used:work_opt_machinesync_instances_v1, fraud_table:strot.operator360.features_work_v1]",,,,,,work_opt_machinesync_zscore_24hr_v1
auth_txn_failure_gap_score,double,Score based on the averaged out failure gap over the last 7 day period from current date,DEPRECATED,"5/4/2026, 8:42 AM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24h,1,,"[features_used:auth_txn_failure_gap_sec_live_v1, fraud_table:flink_stream.operator360.features_auth_v1]",,,,,flink_stream.operator360.features_auth_v1,auth_txn_failure_gap_score_v1
bio_mfc_fraud_zscore,double,Relative Z-Score of the operator based on historical mfc fraud count,DEPRECATED,"9/3/2026, 6:01 PM",saksham.nisg,"1/6/2026, 9:29 AM",saksham.nisg,strot.operator360.features_risk_v1,24hr,1,,"[feature_used:bio_mfc_fraud_incidents_v1, fraud_table:strot.operator360.features_bio_v1]",,,,,,bio_mfc_fraud_zscore_24hr_v1
